account_id,system_question_category_id,content_question,meta_description,content_question_id,content_answer,privacy,parameterize_name
1,9,How to activate co driver,"Hi Richard, you can refer to this article for more info: https://www.motorist.sg/article/717/motorist-co-driver-faq-how... read more answers",2251,"Hi Richard, you can refer to this article for more info: https://www.motorist.sg/article/717/motorist-co-driver-faq-how-to-activate-how-to-use",1,using-motorist
1,4,How to renew voc license,"Hi Hueyder, you can renew your license here: https://www.onemotoring.com.sg/content/onemotoring/home/driving/vocational_licence.html",2254,"Hi Hueyder, you can renew your license here: https://www.onemotoring.com.sg/content/onemotoring/home/driving/vocational_licence.html",1,general
1,4,Can you recommend a tow truck service?,Hi Bernard! Do refer to this for more info :) https://www.motorist.sg/article/551/7-reputable-towing-roadside-services-in-singapore,2255,Hi Bernard! Do refer to this for more info :) https://www.motorist.sg/article/551/7-reputable-towing-roadside-services-in-singapore,1,general
1,14,coe rebate,"To check your coe rebate for your ride, you can try this website from LTA   https://vrl.lta.gov.sg/lta/vrl/action/pub... read more answers",2256,"To check your coe rebate for your ride, you can try this website from LTA   https://vrl.lta.gov.sg/lta/vrl/action/pubfunc?ID=EnquireRebateBeforeDeReg  Just enter your last 4 character of NRIC and carplate with the intended date of deregisration",1,coe-renewal
1,3,"Hey Guys, my car is going to be scrap next year February 2021. What are the procedures? How should I scrap my car and get a used car?","Hi Malek, you can visit this link for more information and fill in your contact details so that our consultant can cont... read more answers",2259,"Hi Malek, you can visit this link for more information and fill in your contact details so that our consultant can contact you for more info: https://www.motorist.sg/scrap-export-car",1,scrap-export-car
1,3,"Hey Guys, my car is going to be scrap next year February 2021. What are the procedures? How should I scrap my car and get a used car?","Hi Malek, you can visit this link for more information and fill in your contact details so that our consultant can cont... read more answers",2259,"Generally, if you're looking to scrap your car, you can start off by getting a quotation first. That will help you know how much you will be getting back from the existing ride so you can plan for your finances for your next ride. Once you have a budget on hand, you can look around to see if there are any cars that fit your budget on Motorist's used car listing, SGCarMart, or even Carousell. If you require a loan, Motorist is able to assist you with the application and facilitate the finance portion of your purchase. Once that is done, you can proceed to accept the scrap offer for your car as a trade-in and just do a one-to-one exchange on handover day.   It is easier to buy a car with cash and budget in mind. If you do not need a car replacement immediately, feel free to scrap it once due then look for a car after. Should you require further assistance, you can reach out to Motorist with your contact details and their car specialist will be able to help you see if they have anything that fits your requirement at enquiry@motorist.sg",1,scrap-export-car
1,4,What should I do if my cashcard has expired and there\xe2\x80\x99s value in it?,"Hi Bron,   You are entitled to a full refund of the remaining stored value in the CashCard within 2 years after the v... read more answers",2260,"Hi Bron,   You are entitled to a full refund of the remaining stored value in the CashCard within 2 years after the validity period. If your CashCard has expired for more than 2 calendar years after the Validity Period, NETS shall be entitled to levy a service charge of S$1.00 per month or such other amount as NETS may determine from time to time, such levy to be deducted monthly from the Stored Value commencing the month after the end of the two years until the Stored Value is fully depleted, or until the 72nd calendar month (6 calendar years), whichever is the earlier",1,general
1,4,What should I do if my cashcard is expiring?,"If your CashCard is not expired/faulty, you may proceed to do an immediate refund at any POSB/DBS, OCBC and UOB ATM, or... read more answers",2261,"If your CashCard is not expired/faulty, you may proceed to do an immediate refund at any POSB/DBS, OCBC and UOB ATM, or at the NETS Customer Service Centre. For expired CashCards, please apply for a refund at the NETS Customer Service Centre.",1,general
1,9,can we register a rented car? for 6 months?,"Hey Ray, I assume you&#39;re referring to registering the rented car on Motorist App. As long as you have the UEN or NRIC o... read more answers",2263,"Hey Ray, I assume you're referring to registering the rented car on Motorist App. As long as you have the UEN or NRIC of the owner of the car, you will be able to add the car to your vehicle list. Do check with your rental company for the UEN",1,using-motorist
1,11,What is the recommendation of the 360 car camera?,"Hi Au Yeong, found this link online hope it helps! https://windowsreport.com/360-degree-dash-cameras/",2264,"Hi Au Yeong, found this link online hope it helps! https://windowsreport.com/360-degree-dash-cameras/",1,car-accessories
1,1,"hi. I'm driving a 5yrs coe car, now going 2 yr. my loan is 4 yrs. how can i know when can i sell my car.","Hi there, do submit your details here: https://www.motorist.sg/sell-car &amp; our consultants would be able to assist you!",2265,"Hi there, do submit your details here: https://www.motorist.sg/sell-car & our consultants would be able to assist you!",1,sell-car
1,1,"hi. I'm driving a 5yrs coe car, now going 2 yr. my loan is 4 yrs. how can i know when can i sell my car.","Hi there, do submit your details here: https://www.motorist.sg/sell-car &amp; our consultants would be able to assist you!",2265,"You are able to sell your car anytime as long as you are able to pay the bank. To check the outstanding full settlement amount, you can call your bank and they will provide you with the exact figure you need to pay. Then proceed to get a quote from https://www.motorist.sg/sell-car and see if what you'll be getting is enough to pay off the loan or do you require top-up. If the numbers work for you, you can proceed to get Motorist to assist you with your car sale.",1,sell-car
1,7,Hi I am p plate new driver for motorbike get license 3 month yesterday accidentally red light flash next how summon come out then can't drive or still can drive pls answer any people pls plz,"You can continue to drive. If there is a need for suspension, the traffic police will send you a letter to ask you to h... read more answers",2266,"You can continue to drive. If there is a need for suspension, the traffic police will send you a letter to ask you to head down and surrender your license to them. Until then, you can continue driving/riding",1,on-the-road
1,9,How to activate Co-driver red light camera feature?,"hi Tony, when you activate your co-driver function, the red light function to activate automatically. Here\xe2\x80\x99s how you ca... read more answers",2267,"hi Tony, when you activate your co-driver function, the red light function to activate automatically. Here\xe2\x80\x99s how you can activate co-driver: https://www.motorist.sg/article/717/motorist-co-driver-faq-how-to-activate-how-to-use",1,using-motorist
1,7,Car broke down,"Hi Juliet,  Slow down and go to the road shoulder if possible.  Switch on the hazard lights.  Open the trunk and hoo... read more answers",2272,"Hi Juliet,  Slow down and go to the road shoulder if possible.  Switch on the hazard lights.  Open the trunk and hood to alert other drivers.  Stay at the downstream of the vehicle, and behind the vehicle impact guardrail (VIG) if possible.  Do not allow passengers to remain in or around the vehicle.  Call the Tow Truck to bring it to the nearest service center to fix your vehicle issue.  Do not attempt to repair your vehicle on the expressway.",1,on-the-road
1,3,"Hi, can I check will the vehicle be de-registered the moment it\xe2\x80\x99s being scrap/exported? And how can I know when it\xe2\x80\x99s being completed? Any form of documentation from LTA to notify?",Hi Wei Jie! Do refer to this article for more information! https://www.motorist.sg/article/1/scrap-car-singapore-6-things-to-note,2273,Hi Wei Jie! Do refer to this article for more information! https://www.motorist.sg/article/1/scrap-car-singapore-6-things-to-note,1,scrap-export-car
1,7,I p plate driver beat red light recently what is the cosequences. Can I make an apeal. I really don't realise.,Hi Nadiah! You may check if you have any outstanding fines here https://vrl.lta.gov.sg/lta/vrl/action/pubfunc?ID=Enqui... read more answers,2274,"Hi Nadiah! You may check if you have any outstanding fines here https://vrl.lta.gov.sg/lta/vrl/action/pubfunc?ID=EnquireOffence  If there are any outstanding fines, you may then proceed to submit an appeal by following this guide :) https://www.motorist.sg/article/591/appeal-letter-template-for-traffic-fines-and-parking-offences-in-singapore",1,on-the-road
1,7,I p plate driver beat red light recently what is the cosequences. Can I make an apeal. I really don't realise.,Hi Nadiah! You may check if you have any outstanding fines here https://vrl.lta.gov.sg/lta/vrl/action/pubfunc?ID=Enqui... read more answers,2274,"There's usually no chance given for red light camera offence. An appeal will be a waste of time in most cases. As a P Plate driver, you will have 13 points. With 12 points deducted you can still continue driving but having a second point more added to your record will result in suspension.",1,on-the-road
1,7,I p plate driver beat red light recently what is the cosequences. Can I make an apeal. I really don't realise.,Hi Nadiah! You may check if you have any outstanding fines here https://vrl.lta.gov.sg/lta/vrl/action/pubfunc?ID=Enqui... read more answers,2274,you can go for a course to minus 3 points,1,on-the-road
1,4,I'm unable to renew my road tax. LTA prompts me with the following: We are unable to process your request. [UL03077]. What does this mean?,"You can renew road tax for 6 or 12 months. Before you can renew your road tax, you must meet the renewal prerequisites.... read more answers",2275,"You can renew road tax for 6 or 12 months. Before you can renew your road tax, you must meet the renewal prerequisites. Your vehicle must:  - Be insured for the period of road tax you are paying - Pass the required vehicle inspection, if it is due - Clear any outstanding fines  If an inspection is due, you will receive a notice. For Weekend Cars/Off-Peak Cars/Revised Off-Peak Cars and Heavy Vehicles, there may also be additional prerequisites to meet.",1,general
1,7,Can I use my opc today .,"Hi, if you are on the ROPC scheme there is no restriction, if you are on the WEC/OPC scheme, you are restricted from 7a... read more answers",2277,"Hi, if you are on the ROPC scheme there is no restriction, if you are on the WEC/OPC scheme, you are restricted from 7am-3pm. Find out more here https://www.onemotoring.com.sg/content/onemotoring/home/driving/OPC.html",1,on-the-road
1,5,What happen to my insurance if I am suspended for more than 12 months? Can I renew the insurance when it is due while under suspension?,Hi Gerald! It&#39;s best that you check this with your current insurance company since it may differ based on the policy you have purchased :),2278,Hi Gerald! It's best that you check this with your current insurance company since it may differ based on the policy you have purchased :),1,car-insurance
1,4,Are petrol gift vouchers available for purchase at any of the petrol stations?,"Hi Valerie! For purchase of Esso gift vouchers, you may email in your request to apfm.cs@exxonmobil.com :) Do contact ... read more answers",2279,"Hi Valerie! For purchase of Esso gift vouchers, you may email in your request to apfm.cs@exxonmobil.com :) Do contact them here if you have other queries https://www.esso.com.sg/en-sg/contact",1,general
1,14,How long can I hold my COE once I am successful in my bid,"Hi Fedde! Upon successful bidding, COEs in Categories A, B and D are valid for 6 months and COEs in Categories C and E... read more answers",2280,"Hi Fedde! Upon successful bidding, COEs in Categories A, B and D are valid for 6 months and COEs in Categories C and E are valid for 3 months (\xe2\x80\x9cTemporary COE\xe2\x80\x9d). If the Temporary COE (TCOE) is not used by its expiry date, it will lapse and the bid deposit will not be refunded.  Source: One Motoring https://www.onemotoring.com.sg/content/dam/onemotoring/Buying/PDF/COE/ocoe.pdf#:~:text=Upon%20successful%20bidding%2C%20COEs%20in,(%E2%80%9CTemporary%20COE%E2%80%9D).",1,coe-renewal
1,9,How do you remove a deactivated vehicle?,"Hi Luke! Currently, the Motorist app does not allow users to remove deactivated vehicles. https://www.motorist.sg/ask... read more answers",2281,"Hi Luke! Currently, the Motorist app does not allow users to remove deactivated vehicles. https://www.motorist.sg/ask-motorists/636/how-to-delete-away-a-deactivated-vehicle  However, you may also send in your request via the Mel chat and we will assist you on that :)",1,using-motorist
1,7,Do the traffic police deploy snipers after midnight hours?,Hi David! These sniper cameras can be deployed any time in \xe2\x80\x9cred zone\xe2\x80\x9d areas :),2282,Hi David! These sniper cameras can be deployed any time in \xe2\x80\x9cred zone\xe2\x80\x9d areas :),1,on-the-road
1,6,"Dear all, any suggestion of reliable workshop for repair of dent, please.","Hi, you can check out this link: https://www.motorist.sg/article/676/five-recommended-workshops-in-singapore-by-region",2284,"Hi, you can check out this link: https://www.motorist.sg/article/676/five-recommended-workshops-in-singapore-by-region",1,car-maintenance
1,9,How can I do a review for my recent transaction with Motorist.sg? Please advise.,"Hi Weijie! After your transaction has been completed, we will drop you an SMS with a link over the next few days for y... read more answers",2285,"Hi Weijie! After your transaction has been completed, we will drop you an SMS with a link over the next few days for you to leave a review on our page and the other platforms (Facebook, Google)  :)",1,using-motorist
1,7,Today is NEW YEAR Eve can use OPC is there any restrictions ?,"Hi, on the eve of 5 Public Holidays in Singapore (Eve of New Year\xe2\x80\x99s Day, Eve of Chinese New Year, Eve of Hari Raya Puas... read more answers",2286,"Hi, on the eve of 5 Public Holidays in Singapore (Eve of New Year\xe2\x80\x99s Day, Eve of Chinese New Year, Eve of Hari Raya Puasa, Eve of Deepavali, and Eve of Christmas Day), there are no restrictions for OPC from 7am to 3pm. Find out more here https://www.motorist.sg/article/422/ropc-opc-wec-what-s-the-difference",1,on-the-road
1,7,What is the email address to write to for reporting of illegal parking at handicapped lot in hdb carpark?,"Hi Janice,  You can call HDB\xe2\x80\x99s Enforcement Hotline at 1800-338-6622 to report illegal parking of vehicles at a car par... read more answers",2287,"Hi Janice,  You can call HDB\xe2\x80\x99s Enforcement Hotline at 1800-338-6622 to report illegal parking of vehicles at a car park or on a service road.",1,on-the-road
1,4,How do i update my motocycle iu numbers,"Hi there, you can use this link to update ur IU number in 4 steps: https://spring.ura.gov.sg/lad/ecas/motorist/st_upd_i... read more answers",2291,"Hi there, you can use this link to update ur IU number in 4 steps: https://spring.ura.gov.sg/lad/ecas/motorist/st_upd_iu/st_upd_iu_input.cfm  For more info you can visit here: https://www.ura.gov.sg/Corporate/Car-Parks/Season-Parking/Transfer",1,general
1,14,Next coe bidding,"Hi Simon, COE results will be released on the 6th and 20th of this month, you can visit this link when it comes out: ht... read more answers",2292,"Hi Simon, COE results will be released on the 6th and 20th of this month, you can visit this link when it comes out: https://www.motorist.sg/coe-results",1,coe-renewal
1,4,Buy season parking,"Hi Mike, there are different types of season parking.  You can visit this link to find out how you can apply for the ... read more answers",2294,"Hi Mike, there are different types of season parking.  You can visit this link to find out how you can apply for the season parking you need: https://www.hdb.gov.sg/cs/infoweb/car-parks/season-parking",1,general
1,7,"What if I beat a red light, how long will it take for your notice of offence/letter to arrive?","Hi Jeremy, notices of offences usually take around 2 weeks to be sent out.",2296,"Hi Jeremy, notices of offences usually take around 2 weeks to be sent out.",1,on-the-road
1,7,"What if I beat a red light, how long will it take for your notice of offence/letter to arrive?","Hi Jeremy, notices of offences usually take around 2 weeks to be sent out.",2296,"Use AXS app see any fine u needs to pay...  If have, for beating red lights 12 points +$400 within 3 weeks to pay.  Driver improvement point system course reduce points for bad habits....you may have 14 days to register for classes after receiving TP LETTER (RED ANG BAO).   GOOD LUCK?",1,on-the-road
1,7,"What if I beat a red light, how long will it take for your notice of offence/letter to arrive?","Hi Jeremy, notices of offences usually take around 2 weeks to be sent out.",2296,Hi what if I have not receive the letter for more than a month and a half?,1,on-the-road
1,4,Can check on a vehicle ?,"Hi Gim Sing, could you elaborate so that we can help you better :)",2298,"Hi Gim Sing, could you elaborate so that we can help you better :)",1,general
1,4,How do I check on LTA that my car has already been transferred?,"Hi Max, you may sign in to OneMotoring (https://www.onemotoring.com.sg/) using your SingPass to see if you have any veh... read more answers",2300,"Hi Max, you may sign in to OneMotoring (https://www.onemotoring.com.sg/) using your SingPass to see if you have any vehicles under your ownership.  Alternatively, you may download the SingPass app to check as well.",1,general
1,7,"I would like to enquire on traffic rules. Driving from the carpark of Blk 838 and 836, can one drive directly into the gate of St Hilda\xe2\x80\x99s?",No you can&#39;t. The exit of the carpark is marked with arrows left and right turn only and not straight. It&#39;s a T junctio... read more answers,2301,No you can't. The exit of the carpark is marked with arrows left and right turn only and not straight. It's a T junction not a cross junction. Hence it's not allowed,1,on-the-road
1,3,Can I scrap my car by myself using other company instead of my former company. Do I need to take out the icu unit before scrap. Is there any other things that I can take before scrap.,It is much easier and faster to scrap your car through Motorist. You will get money for your car body and paper on the ... read more answers,2302,"Hi Malek, you can choose to take out the IU or leave it in your car. But now there is an option to transfer your deregistered IU at an authorised IU service centre. The IU must be in good working condition, as deemed by the inspection centre, and must be transferred within six months from the registration date of the vehicle. It can only be transferred among vehicles in the same class. Transferring the IU costs about S$18.73 at VICOM, inclusive of GST.  https://www.vicom.com.sg/Our-Services/iuservice  It is much easier and faster to scrap your car through Motorist. You will get money for your car body and paper on the spot without having the need to send the car to a scrapyard and waiting 1-2 months for LTA to refund you the vehicle PARF. Selling it via Motorist will allow you to get cash on the spot with no work required on your part.  https://www.motorist.sg/scrap-export-car  For more info about scrapping your car: https://www.motorist.sg/article/1/scrap-car-singapore-6-things-to-note",1,scrap-export-car
2,15,I bought my car full loan on Feb 2019. If I wanted to sell my car is the resale value effected? As the current price with the loan settlement for my car is slightly higher. Please advise.,,2303,Hi! Car prices will be based on the market prices and also condition of the car. Full loan will not affect the car value as owner still need to bare the cost of settlement with the bank accordingly.,1,sell-car
1,14,Hope COE price January 2021 drops... Any suggestions if I should buy a new car or renew COE?,"Hi Caleb, COE results will be released at 4pm on this link: https://www.motorist.sg/coe-results",2304,"Hi Caleb, COE results will be released at 4pm on this link: https://www.motorist.sg/coe-results  At Motorist, we help you settle all your paperwork so you can renew your COE/ sell your car at ease.  Renew COE: https://www.motorist.sg/coe-renewal Sell Your Car: https://www.motorist.sg/sell-car  Hope this article helps you in your decision-making: https://www.motorist.sg/article/612/infographic-should-i-renew-my-coe-or-buy-a-new-car",1,coe-renewal
2,22,What if i already got the car valuation from Motorist but I don't want to sell yet because of the valuation falls under my expectation?,,2305,"Hi Kayangan,  one of the consultants would contact you again regarding your car valuation. They will inquire for expected value from you. Car valuation is free and you're not obliged to sell with Motorist!",1,using-motorist
1,7,If our vehicle is badly damaged by a pothole on the road can we get any compensation by any relevant dept,"Did a bit of research on this, basically can&#39;t do anything. Only claim your own insurance. LTA won&#39;t do anything for yo... read more answers",2308,"Did a bit of research on this, basically can't do anything. Only claim your own insurance. LTA won't do anything for you. The same thing applies when an old tree falls on your car, you can only claim against your own insurance",1,on-the-road
1,5,Can I rent out my car with commercial insurance,"Hi Gary, I think you can but you have to ensure that your commercial car is properly insured to cover the driver you&#39;re renting your car to.",2309,"Hi Gary, I think you can but you have to ensure that your commercial car is properly insured to cover the driver you're renting your car to.",1,car-insurance
1,10,"Hi guys , i kena fined for failed to notify register\xe2\x80\x99s particulars in making modifcation. I changed my exhaust pipe few months ago , went and pass my inspection. Then suddenly this i kena this saman. Anyone can advise me whats this saman for before i contact LTA. Thanks in advance.","Hi Edo,   Modifications to the exhaust system requires the LTA approval: The exhaust system, which consists of the e... read more answers",2313,"Hi Edo,   Modifications to the exhaust system requires the LTA approval: The exhaust system, which consists of the exhaust manifold, catalytic converter and muffler, is used as part of a vehicle's exhaust-emission control system to ensure that the exhaust emission meets environmental standards. Before modifying the exhaust system, you need to get LTA\xe2\x80\x99s approval by submitting these for evaluation:   1. Certification from the product manufacturer stating that the proposed aftermarket exhaust system is suitable for the make and model of the vehicle 2. Test reports from LTA- or NEA-recognised test laboratories to show that the aftermarket exhaust system, when fitted to your vehicle, complies with noise and exhaust emission standards for your vehicle model 3. You are not allowed to remove catalytic converters and mufflers, as it will adversely affect the exhaust emission characteristics of the vehicle.  You can read up more here: https://www.onemotoring.com.sg/content/onemotoring/home/owning/modification.html#List_of_Modifications  Hope this helps!",1,car-customization
1,6,BMW service,"Hi Andrew, hope this link helps! https://www.bmw.com.sg/en/topics/offers-and-services/service-workshop/bmw-services.html",2315,"Hi Andrew, hope this link helps! https://www.bmw.com.sg/en/topics/offers-and-services/service-workshop/bmw-services.html",1,car-maintenance
1,4,Can we pay road tax in installments?,"Hi, some credit cards allow for road tax to be paid through instalment plans, you can check with your bank or provider ... read more answers",2321,"Hi, some credit cards allow for road tax to be paid through instalment plans, you can check with your bank or provider to see if they provide such services.",1,general
1,4,Can we pay road tax in installments?,"Hi, some credit cards allow for road tax to be paid through instalment plans, you can check with your bank or provider ... read more answers",2321,"I know diners card can be done, payment made at the LTA premises",1,general
1,7,I got a traffic fine but how to get the details of the offence?,Hello! You will have to visit the One Motoring website to check for any fines and/or notices: https://vrl.lta.gov.sg/lt... read more answers,2322,Hello! You will have to visit the One Motoring website to check for any fines and/or notices: https://vrl.lta.gov.sg/lta/vrl/action/pubfunc?ID=EnquireOffence,1,on-the-road
1,7,Which ERP is in operation now?,Hi! You can check out the current ERP rates here https://www.onemotoring.com.sg/content/onemotoring/home/driving/traffi... read more answers,2323,Hi! You can check out the current ERP rates here https://www.onemotoring.com.sg/content/onemotoring/home/driving/traffic_information/traffic-smart.html,1,on-the-road
1,4,How do i check my demerit points?,Hi! You can check the status of your points here: https://eservices.police.gov.sg/content/policehubhome/homepage/enquir... read more answers,2324,Hi! You can check the status of your points here: https://eservices.police.gov.sg/content/policehubhome/homepage/enquiry/status-of-driver-improvement-points.html,1,general
1,9,I have a rented vehicle (long term rental). I have HDB season parking for it too. I can't add it here in my profile. There seems to be a problem. Please assist.,"Hi Morhan, as it is a rented vehicle, the vehicle is not under your name. Hence, you would not be able to add it into your profile.",2325,"Hi Morhan, as it is a rented vehicle, the vehicle is not under your name.   To add a leased vehicle to your Motorist Account, please perform the following:  1) Enter the licence plate number of the leased vehicle  2) Select the appropriate Owner ID type (Business/Company/LLP/etc.) of the leasing company.  3) Enter the last 4 characters of the leasing company's registration number under Owner ID No.  Lion City Rental:  Owner ID Type: Company  Owner ID: 3821R",1,using-motorist
1,9,I have a rented vehicle (long term rental). I have HDB season parking for it too. I can't add it here in my profile. There seems to be a problem. Please assist.,"Hi Morhan, as it is a rented vehicle, the vehicle is not under your name. Hence, you would not be able to add it into your profile.",2325,Hi Cheryl. Tnx. But can I still enjoy the benefits and vouchers with motorists for ESSO card members?. Pls advise?,1,using-motorist
2,15,Can I sell my car if my road tax and insurance are both expired?,Can I sell my car if my road tax and insurance are both expired 1 year ? ,2326,"Hi Teck Shen, yes you can! Road tax & insurance got nothing to do with change of ownership.",1,sell-car
1,8,"Just got into an accident, opposing party wants to claim my insurance but I am not at fault with proof, what will happen?",Hi!  Did you collect the following? 1. Other driver&#39;s name and address 2. Other driver&#39;s insurance company name and ... read more answers,2328,"Hi!  Did you collect the following? 1. Other driver's name and address 2. Other driver's insurance company name and policy information 3. Statements and contact information from witnesses 4. Take pictures of the accident scene -- most smartphone cameras are suitable. If you can take pictures of the cars as they sit right after the accident it is best. If you had to move due to safety concerns, then take photos of the damage to each vehicle. 5. All of the evidence gathered at the scene to bolster your position on the cause of the accident. -- First, inform the other person's insurer that you have been involved in a crash with one of its policyholders. Relay only the facts of the accident, even if you believe the other driver to be at fault, it\xe2\x80\x99s not smart to just say that. Instead, give the insurer the facts to show their driver is at fault and liable for your damages. -- Although you may feel that you have not caused the accident, you might want to contact your insurance company anyway. This establishes your good-faith accident-reporting effort and can aid you if the other party's insurer denies responsibility for the accident or it turns out their insurance was not valid at the time of the incident and you need to make a collision claim.",1,car-accident
1,4,how to download e-log card,"Hi Kenneth,  1) Log on to www.onemotoring.com.sg  2) Log in with your Singpass  3) After successfully logging in t... read more answers",2329,"Hi Kenneth,  1) Log on to www.onemotoring.com.sg  2) Log in with your Singpass  3) After successfully logging in to e-Services@ONE.MOTORING, select 'Vehicle Hub' -> 'Enquire & print vehicle reg details' -> select the vehicle registration number of the required vehicle -> click Next and print the details accordingly.",1,general
1,4,Is there any way to change vehicle type from R10/R11 to N16/N17?,The business/company is required to have \xe2\x80\x9cprivate car for hire with the operator\xe2\x80\x9d listed as one of its principal activi... read more answers,2331,The business/company is required to have \xe2\x80\x9cprivate car for hire with the operator\xe2\x80\x9d listed as one of its principal activity in the ACRA in order to have vehicle type Z10/ Z11.,1,general
1,7,"In the four way junction, if I go straight with the green light, however my exit road not clear. Then I stuck in the yellow box in the junction when the traffic turns red. What should I do?",Hi Lin!  Getting stuck in a yellow box is against traffic rules and could also be highly frustrating for other road us... read more answers,2333,"Hi Lin!  Getting stuck in a yellow box is against traffic rules and could also be highly frustrating for other road users. You might find yourself blocking traffic from other directions, which might lead drivers to perform dangerous manoeuvres to avoid you. If you ever find yourself stuck in a yellow box, be aware of cars coming from different directions - so check all around before moving off. -  If caught, there are no demerit points but there would be a composition fine of $100 for light vehicles and $150 for heavy vehicles.",1,on-the-road
1,11,Change of headlight bulb.,Hi Juliet! Hope this link helps you : https://www.caranddriver.com/features/a27034088/how-to-change-headlight/,2334,Hi Juliet! Hope this link helps you : https://www.caranddriver.com/features/a27034088/how-to-change-headlight/,1,car-accessories
1,4,Is there any phone number I can call for help?,Hi Francis! What help are you looking to get ?,2336,Hi Francis! What help are you looking to get ?,1,general
1,7,Red light camera location,Hi Bayhs! You may refer to the attached link for the locations of the red light cameras :)  https://www.police.gov.sg... read more answers,2338,Hi Bayhs! You may refer to the attached link for the locations of the red light cameras :)  https://www.police.gov.sg/~/media/spf/images/newsreleases/2014/20141111_traff_digital_red_light_camera_annexb.pdf,1,on-the-road
1,7,Is the erp charges on cte southbound back to pre covid charges?,Hi! You can check out this article for more info:  https://www.motorist.sg/article/681/a-car-owner-s-guide-to-erp-gant... read more answers,2340,Hi! You can check out this article for more info:  https://www.motorist.sg/article/681/a-car-owner-s-guide-to-erp-gantries-rates-and-operating-hours-2020,1,on-the-road
1,8,What do I have to do when I knock a pedestrian,It is absolutely imperative that you do not flee the scene if you have struck a pedestrian with your vehicle. This coul... read more answers,2341,"It is absolutely imperative that you do not flee the scene if you have struck a pedestrian with your vehicle. This could lead to a hit and run charge in addition to hitting a pedestrian. Immediately stop your vehicle in a safe area and call 911. Render any aid you are capable of, and ask any witnesses to remain on the scene. If the pedestrian is conscious and able, exchange relevant information such as names, phone numbers, and insurance providers. - Once the police arrive, give your statement, but do not admit or imply fault to anyone. This includes apologizing and stating that you did not see the pedestrian. If you are allowed to, take photos of any damages, as well as the surrounding area and any injuries. Speak to an attorney as soon as possible, as they will be able to further advise you. Finally, report the incident to your insurance provider. You will generally have thirty days to do so, and your attorney can guide you through this process. - Unless stated in a state\xe2\x80\x99s statutes, ordinances, or road signs, pedestrians may cross either directly or diagonally at any point in the road. If a pedestrian is found guilty of jaywalking, they could be found at least partially at fault for an accident involving a vehicle hitting them. Many laws have restricted pedestrian crossing to crosswalks, and only at right angles.  You may read more information about this at: https://www.legalmatch.com/law-library/article/what-happens-if-i-hit-a-pedestrian.html#:~:text=It%20is%20absolutely%20imperative%20that,safe%20area%20and%20call%20911.",1,car-accident
1,8,What do I have to do when I knock a pedestrian,It is absolutely imperative that you do not flee the scene if you have struck a pedestrian with your vehicle. This coul... read more answers,2341,"Thank you Cheryl, appreciate your advice.",1,car-accident
1,4,Log card,Hi Laurence! To retrieve your logcard:  1) Log on to www.onemotoring.com.sg  2) Log in with your Singpass  3) Aft... read more answers,2342,"Hi Laurence! To retrieve your logcard:  1) Log on to www.onemotoring.com.sg  2) Log in with your Singpass  3) After successfully logging in to e-Services@ONE.MOTORING, select 'Vehicle Hub' -> 'Enquire & print vehicle reg details' -> select the vehicle registration number of the required vehicle -> click Next and print the details accordingly.",1,general
1,4,What is ETS,"Hi Kenny, are you referring to the Early Turnover Scheme? If you are, we have answered this previously here: https://ww... read more answers",2345,"Hi Kenny, are you referring to the Early Turnover Scheme? If you are, we have answered this previously here: https://www.motorist.sg/ask-motorists/90/what-is-early-turnover-scheme-ets",1,general
1,4,Change ownership,"Hi Jordan, you may transfer vehicle ownership via https://onemotoring.lta.gov.sg/content/onemotoring/home/selling-dereg... read more answers",2346,"Hi Jordan, you may transfer vehicle ownership via https://onemotoring.lta.gov.sg/content/onemotoring/home/selling-deregistering/transfer-ownership.html.  Here are the steps to do so: https://www.motorist.sg/article/310/lta-vehicle-ownership-transfer-and-deregistration-a-step-by-step-guide",1,general
1,14,What happens once my COE ends? It's been renewed 5 years before so no more rebates/extensions. Do I have to declare anything (like car is scrapped)? I plan to self scrap it for spare parts.,"Hi Koda, thanks for leaving a question. This article might have the answers you are looking for: https://www.motorist.s... read more answers",2347,"Hi Koda, thanks for leaving a question. This article might have the answers you are looking for: https://www.motorist.sg/article/1/scrap-car-singapore-6-things-to-note",1,coe-renewal
1,4,Transfer of ownership form,Hi !   You can transfer car ownership via this link: https://onemotoring.lta.gov.sg/content/onemotoring/home/selling-... read more answers,2349,Hi !   You can transfer car ownership via this link: https://onemotoring.lta.gov.sg/content/onemotoring/home/selling-deregistering/transfer-ownership.html#how_to_transfer_ownership  For more info: https://onemotoring.lta.gov.sg/content/onemotoring/home/selling-deregistering/transfer-ownership.html,1,general
1,4,How do I convert my Ropc back to normal car,"Hi Cynthia, thanks for leaving a question. Kindly follow the steps here: https://onemotoring.lta.gov.sg/content/onemoto... read more answers",2350,"Hi Cynthia, thanks for leaving a question. Kindly follow the steps here: https://onemotoring.lta.gov.sg/content/onemotoring/home/owning/scheme-conversion.html",1,general
